ID	SENTIMENT	TEXT
20011206_21.18.24-28147-2	neutral	Medina, who was arrested in the Mexican city of Matamoros off the Gulf of Mexico and which borders Brownsville (Texas, mid-south), is being investigated by the US Federal Bureau of Investigation (FBI) and Guillermo Narvaez, Tamaulipas Ministerial Police Chief of Police, confirmed.
20020424_21.47.41-28228-14	positive	Americans will want to know who exactly is running their country.
temp_fbis_20.46.47-22286-6	negative	The world would never forget the barbarities it committed on the innocent Afghan people, women, children and the elderly," he firmly said.
20011208_20.31.54-28680-17	negative	But after the Chinese side released all the US crew members, major US political figures changed their stance immediately and threatened to use human rights, trade, and Olympics hosting issues to "retaliate" against China.
20020216_20.54.07-4914-6	negative	Lebanese officials have avoided publicly commenting on the new message from Washington.
20010914_22.04.48-17941-11	neutral	It is very important for the United States to realize the difference between the US and Israeli cases.
20020207_20.37.46-24515-4	neutral	Only about 30 percent of the migrant women who are married with two or more children have obtained official migrant population marriage documentation as required by the Procedures For Managing Floating Population Family Planning.
20020322_21.03.06-12522-3	neutral	While being transported to the police department of the Komi- Perm autonomous region on Thursday, Serdyuk escaped from a convoy of the Kochevo police department.
20020122_20.32.32-8613-12	neutral	For the time being, the members of the British government who interviewed three prisoners of their nationality have received no complaints about the treatment they are receiving.
20020507_18.02.46-24802-19	negative	She knows for certain that this occupation and the settlements, which the Israeli government refuses to remove, represent the only major obstacle to peace.
20020103_20.35.17-19238-8	positive	The gangsters demanded NT$2 million from him but finally settled for NT$800,000 which they withdrew using Huang's credit card.
20011029_20.27.05-27044-7	neutral	He is a law graduate from the Punjab University.
temp_fbis_21.10.31-12974-35	neutral	Those in attendance did not argue.
20020204_20.24.49-8480-26	negative	This is truly a very despicable act.
20020225_21.13.42-3998-1	negative	Herald Reporter - THE United States has imposed targeted sanctions on President Mugabe and other senior Government officials for the alleged deteriorating political situation in the country, the US embassy said at the weekend.
20020224_20.56.08-8888-3	neutral	Fabius says he sometimes has "the feeling that they believe countries are poor because they want to be."
20020424_21.47.41-28228-8	neutral	The two colonels would not have been acting on their own.
20011211_20.47.43-22487-1	neutral	The expenditure has not increased much from 2000, since during that year it totalled Fr3.255 billion.
20011218_21.00.22-21144-19	negative	But the Israeli response, with its "extra-judicial liquidations," is even more dramatic in a certain sense.
20011024_20.04.50-29091-5	neutral	Instead, it opts for brute force in dealing with a crisis, the exit from which, can only be achieved by the resumption of peace talks on the basis of the Mitchell report and the Tenet understandings.
non_fbis_06.44.52-19992-23	neutral	They walk,  they shut up, they lower their heads.
non_fbis_04.24.14-26782-17	positive	In preparation for ratification, the government has already  adopted a framework that would achieve the protocol's target on  greenhouse gas emissions.
non_fbis_12.46.57-22041-9	neutral	Some hang their towels out to dry in the breeze.
20020212_20.42.04-19290-0	positive	The government got through the first day of transactions on the floating foreign exchange market without too many difficulties.
20010906_12.55.04-23296-31	negative	The WTO is accused of fostering trade anarchy.
non_fbis_08.03.23-18607-6	neutral	Utilities, for example, would get incentives to build  power-generating windmills; homeowners would get new tax credits  for buying solar panels or more efficient cars.
20020320_12.04.49-21742-28	positive	Normally staff make up the Secretariat in support of a mission populated by more eminent, neutral persons.
non_fbis_09.18.38-22306-4	neutral	Mugabe passed the 50 per cent mark with only six districts left  to be declared, official figures showed on Wednesday.
non_fbis_09.35.06-27851-5	negative	Counting in the election, in which Mugabe is battling for his  political future against opposition candidate Morgan Tsvangirai  after 22 years in power, began Tuesday amid complaints in  Zimbabwe over the conduct of the vote.
20011130_12.36.18-4189-35	negative	Finally, a compromise was reached after developing nations and the EU made a significant concession.
20020118_21.15.18-84-2	negative	Bosnian authorities have handed over to US custody six Algerians detained in October on suspicion of involvement in terrorism but ordered released this week by a local court, the US embassy said on Friday.
20020423_21.45.36-19604-8	neutral	He said that Arab banks and financial institutions were targeted by the anti-terrorism campaign that followed the attacks.
20020211_20.56.28-3485-12	neutral	They are also being advised to seek medical attention immediately they detect symptoms of the disease.
20020207_20.23.04-14788-41	neutral	Outstanding among these are:       The FAN is apolitical and non-deliberating.
20011125_21.01.04-6923-6	positive	This is not a reverse, it's actually an advance," he added.
20020202_20.37.52-21155-13	neutral	Translating roughly, what Minister Lafer tried to tell the Americans is that the financial cost of an international rescue of Argentina, now, led by the IMF and other multilateral credit agencies, will be lower than the cost of fighting, later on, chaos in its social, political, and - why not? - military forms on the continent.
non_fbis_08.10.09-13801-16	negative	The strikers  were protesting federal budget cuts and restrictions on  withdrawals from bank accounts.
20020128_20.46.06-8042-28	neutral	The promotion of "gradual Taiwan independence" by the leader of the Taiwanese authorities is from his misjudgment of two situations: the internal situation and the external situation.
20020423_21.47.26-20990-14	negative	If this move goes through, we will once again feel that we are being discriminated against."
20020124_20.45.56-235-9	negative	What is clear - if this was not so obvious all along to some of these organisations - is that nothing whatsoever will deter Mugabe from doing anything and everything to claim victory in the ballot, however fraudulent.
non_fbis_13.05.15-16517-33	neutral	"Our interests are in democracy  and democratic institutions," said a senior U.S. official  travelling with U.S. Secretary of State Colin Powell in  Jerusalem.
20011228_21.10.24-16924-4	negative	It is a futile illusion because it is a lie.
non_fbis_10.12.58-29108-15	neutral	Early on, the Bush administration planned to scale back US  involvement to a "core" station with a crew of three instead of  six.
non_fbis_12.08.27-27397-49	negative	The last thing South Africa wants is to add  thousands of refugees fleeing war and political turmoil.
20020301_21.00.59-25256-17	neutral	Around 2,000 new engineers enter the job market on an annual basis.
20011231_21.05.45-10422-17	neutral	He noted, "Brazil should adopt an open posture with relation to Argentina, which is experiencing a tragedy."
non_fbis_13.05.15-16517-8	negative	Opposition to Chavez's three-year presidency had been growing  for some time.
