IDOfClassifiersUsed	nrOfClassifiersUsed	dev	test.Twitter2014	test.Twitter2014Sarcasm	test.Twitter2013	test.SMS2013	test.LiveJournal2014
"1,2,4,8"	4	0.6008573	0.6411291	0.4750446	0.6546666	0.6199909	0.6945507
"1,2,4,9"	4	0.6172588	0.6570366	0.4696703	0.638106	0.5854351	0.6604593
"1,2,5,10"	4	0.605317	0.6227793	0.3930372	0.6010494	0.5605034	0.6409863
"1,2,5,11"	4	0.6012308	0.6068524	0.4230769	0.5746905	0.5575068	0.6434029
"1,2,5,12"	4	0.6214648	0.6023534	0.4501961	0.5933497	0.5627957	0.6488568
"1,2,5,6"	4	0.6076064	0.6223896	0.3800287	0.6007329	0.5514336	0.6467874
"1,2,5,7"	4	0.6046532	0.6175699	0.4326829	0.5968873	0.5577873	0.6430855
"1,2,5,8"	4	0.6045994	0.6136848	0.4311392	0.6018134	0.5592858	0.6332597
"1,2,5,9"	4	0.6287969	0.6714576	0.4395604	0.6364137	0.5605479	0.6556281
"1,2,6,10"	4	0.4926923	0.5278679	0.405	0.4878955	0.4483994	0.570777
"1,2,6,11"	4	0.4635074	0.5105785	0.3086957	0.4567158	0.4372182	0.5686635
"1,2,6,12"	4	0.5326053	0.5495311	0.3978523	0.5596981	0.5034437	0.6029061
"1,2,6,7"	4	0.4754843	0.5087517	0.3043478	0.4658062	0.4324495	0.5841163
"1,2,6,8"	4	0.5098109	0.5381121	0.4742857	0.532479	0.501735	0.5665004
"1,2,6,9"	4	0.553463	0.5725243	0.4216901	0.5543102	0.526087	0.5776399
"1,2,7,10"	4	0.3583588	0.3545107	0.370696	0.3501393	0.3672121	0.4143149
"1,2,7,11"	4	0.3758759	0.3975186	0.3197674	0.3936819	0.3861018	0.4249859
"1,2,7,12"	4	0.5403383	0.5577437	0.3135469	0.5981506	0.549272	0.6360194
"1,2,7,8"	4	0.5530413	0.5159287	0.4773756	0.5517707	0.5173332	0.5685519
"1,2,7,9"	4	0.5582456	0.5605222	0.3951763	0.5419499	0.5087686	0.5467062
"1,2,8,10"	4	0.5454657	0.5346428	0.4965986	0.55871	0.5165776	0.5651381
"1,2,8,11"	4	0.5402922	0.5482218	0.4609929	0.5608381	0.5234532	0.5422732
"1,2,8,12"	4	0.5518673	0.5243196	0.421627	0.5535246	0.5115245	0.56315
"1,2,8,9"	4	0.5851597	0.5631695	0.4557895	0.5709618	0.5320856	0.5786766
"1,2,9,10"	4	0.5750912	0.5653968	0.4293478	0.5521434	0.5137328	0.5535468
"1,2,9,11"	4	0.5502484	0.5591212	0.3951763	0.5416208	0.5194977	0.5321427
"1,2,9,12"	4	0.5702223	0.5563374	0.3918379	0.5549707	0.5271228	0.5895532
"1,3,10,11"	4	0.5006022	0.5293439	0.4057823	0.504621	0.4941201	0.5685869
"1,3,10,12"	4	0.513216	0.5449325	0.3672249	0.5583498	0.5236902	0.5799306
"1,3,11,12"	4	0.5461436	0.5891544	0.3460832	0.575792	0.5649289	0.6077158
"1,3,4,10"	4	0.6295999	0.6510692	0.4586813	0.6453744	0.6067275	0.7047934
"1,3,4,11"	4	0.6428895	0.6459691	0.4476923	0.6533135	0.6216275	0.7080043
"1,3,4,12"	4	0.6139523	0.6372721	0.4679739	0.6453701	0.6223088	0.6893822
"1,3,4,5"	4	0.6388059	0.6610598	0.4361055	0.6439211	0.5962445	0.6805556
"1,3,4,6"	4	0.6411063	0.6483335	0.4443478	0.6491181	0.6196441	0.6938425
"1,3,4,7"	4	0.6126033	0.6406506	0.4476923	0.6409093	0.6078908	0.6875921
"1,3,4,8"	4	0.6199207	0.653137	0.4511111	0.6557463	0.6238272	0.6870241
"1,3,4,9"	4	0.6349698	0.6795368	0.5061409	0.654387	0.6139188	0.6868113
"1,3,5,10"	4	0.6104229	0.6265756	0.4736101	0.6044405	0.5693498	0.6494218
"1,3,5,11"	4	0.6002872	0.6230119	0.4081633	0.5973033	0.5650235	0.647619
"1,3,5,12"	4	0.5987614	0.6196556	0.4025	0.5981192	0.5760051	0.6550506
"1,3,5,6"	4	0.6072792	0.6273044	0.4171084	0.6071471	0.5555761	0.650639
"1,3,5,7"	4	0.6089772	0.6134932	0.4414163	0.5980344	0.5627025	0.6553734
"1,3,5,8"	4	0.634713	0.6330044	0.442577	0.6408339	0.5756043	0.6551357
"1,3,5,9"	4	0.6218777	0.6601697	0.447641	0.6382947	0.5837476	0.6645146
"1,3,6,10"	4	0.5225763	0.5679372	0.4484649	0.5349663	0.5204802	0.6016117
"1,3,6,11"	4	0.5197765	0.606394	0.366657	0.5633025	0.5306228	0.6272878
"1,3,6,12"	4	0.5301275	0.552719	NaN	0.563535	0.5148581	0.6246177
"1,3,6,7"	4	0.5329047	0.5494139	0.3924794	0.548119	0.4936711	0.5986815
"1,3,6,8"	4	0.5346591	0.5475232	0.4431818	0.5670929	0.5240834	0.6180797
"1,3,6,9"	4	0.5852635	0.6042639	0.4135882	0.6022191	0.5358996	0.6163879
"1,3,7,10"	4	0.519323	0.5267307	0.3944444	0.5300052	0.5052738	0.5638133
"1,3,7,11"	4	0.5184184	0.5360601	0.3242424	0.5329831	0.5292588	0.5458144
"1,3,7,12"	4	0.5496337	0.5621635	0.3322259	0.594895	0.5507309	0.6190674
"1,3,7,8"	4	0.5689894	0.5444774	0.4871795	0.5701494	0.5407154	0.615536
"1,3,7,9"	4	0.5983575	0.5997951	0.3884343	0.5794573	0.5336068	0.5773286
"1,3,8,10"	4	0.5542189	0.5510046	0.5015006	0.5590729	0.539867	0.6208754
"1,3,8,11"	4	0.5775324	0.5832089	0.4498592	0.5947099	0.5691767	0.6205898
"1,3,8,12"	4	0.5627417	0.5433609	0.4424603	0.5841876	0.5646349	0.6117591
"1,3,8,9"	4	0.608023	0.6034495	0.4358108	0.5884092	0.5482991	0.5972785
"1,3,9,10"	4	0.5780875	0.585989	0.4149775	0.5692577	0.5374392	0.579381
"1,3,9,11"	4	0.5776993	0.5889171	0.3920973	0.5698188	0.5286982	0.5608964
"1,3,9,12"	4	0.597544	0.6254091	0.4262464	0.5977973	0.550208	0.5966781
"1,4,10,11"	4	0.6390591	0.6481379	0.4041667	0.6383395	0.6212901	0.7076436
"1,4,10,12"	4	0.6167904	0.6437149	0.4476923	0.6434948	0.6262231	0.7088379
"1,4,11,12"	4	0.6360926	0.6548248	0.422449	0.6484768	0.6323049	0.7062498
"1,4,5,10"	4	0.6180396	0.6436858	0.4574639	0.6341027	0.6015199	0.6771774
"1,4,5,11"	4	0.6340111	0.6713656	0.4602335	0.6453763	0.5901536	0.6832958
"1,4,5,12"	4	0.6224696	0.654949	0.4212996	0.6507862	0.612384	0.7056211
"1,4,5,6"	4	0.6302831	0.6336276	0.4539683	0.6134804	0.6046591	0.6836747
"1,4,5,7"	4	0.6161387	0.6381033	0.4523173	0.6191081	0.5997029	0.6810441
"1,4,5,8"	4	0.6581524	0.6633231	0.4327094	0.6506597	0.6171728	0.6924104
"1,4,5,9"	4	0.6703692	0.6812205	0.4875817	0.6596005	0.6154526	0.6943876
"1,4,6,10"	4	0.6258235	0.6409547	0.4511111	0.6476938	0.6113549	0.6826958
"1,4,6,11"	4	0.6380166	0.6592883	0.4511111	0.6569543	0.620979	0.7075596
"1,4,6,12"	4	0.6450746	0.6464127	0.4052419	0.6492768	0.6336996	0.7149023
"1,4,6,7"	4	0.6271353	0.6430375	0.4267968	0.6612789	0.6194077	0.6979438
"1,4,6,8"	4	0.6465693	0.6519532	0.44	0.6502704	0.6174445	0.6935961
"1,4,6,9"	4	0.6612545	0.6772536	0.4643478	0.6667726	0.6153757	0.7017515
"1,4,7,10"	4	0.6296213	0.6558285	0.448366	0.6510089	0.6229993	0.7050568
"1,4,7,11"	4	0.6295934	0.6603814	0.4179035	0.6427939	0.6210815	0.7025833
"1,4,7,12"	4	0.6159966	0.6326164	0.4511111	0.6355328	0.6052294	0.6733973
"1,4,7,8"	4	0.6173144	0.6338045	0.4428571	0.6318463	0.6097729	0.6671352
"1,4,7,9"	4	0.6381009	0.6631981	0.4822222	0.6540815	0.6009991	0.6826315
"1,4,8,10"	4	0.6266955	0.6523849	0.4636809	0.6503736	0.6125473	0.7049372
"1,4,8,11"	4	0.6254599	0.661835	0.4539535	0.6425432	0.6201893	0.7018245
"1,4,8,12"	4	0.6138767	0.6469217	0.4205236	0.6641725	0.6228943	0.6851173
"1,4,8,9"	4	0.6263748	0.6587628	0.411859	0.6552824	0.6136297	0.6557425
"1,4,9,10"	4	0.6424017	0.6721115	0.4760684	0.6678353	0.6060767	0.7048437
"1,4,9,11"	4	0.6695883	0.6814639	0.4864082	0.6753514	0.6294039	0.7222655
"1,4,9,12"	4	0.6295245	0.6561448	0.5064103	0.6491927	0.6146853	0.6804125
"1,5,10,11"	4	0.5993604	0.6280179	0.364065	0.5970442	0.5624357	0.6523813
"1,5,10,12"	4	0.60968	0.6259334	0.4191176	0.6028839	0.5736772	0.6674179
"1,5,11,12"	4	0.6175444	0.6205217	0.3573312	0.5926977	0.5952192	0.6640105
"1,5,6,10"	4	0.6130286	0.6256134	0.4041502	0.6058207	0.5639047	0.6574364
"1,5,6,11"	4	0.6059187	0.6323768	0.4233449	0.6098414	0.5756645	0.6677433
"1,5,6,12"	4	0.5998217	0.6097145	0.3520408	0.5911706	0.5810562	0.6757207
"1,5,6,7"	4	0.6082837	0.6226347	0.4123563	0.6102577	0.5721106	0.6708645
"1,5,6,8"	4	0.6041796	0.6330426	0.4502801	0.614642	0.5711508	0.6650138
"1,5,6,9"	4	0.634066	0.6757735	0.4674304	0.6439824	0.5771576	0.6648307
"1,5,7,10"	4	0.6007163	0.6118214	0.448002	0.5910912	0.5666879	0.6467781
"1,5,7,11"	4	0.6123204	0.6066725	0.4171367	0.5871347	0.5719583	0.6556425
"1,5,7,12"	4	0.6196829	0.6236495	0.4535647	0.5897951	0.5620005	0.660079
"1,5,7,8"	4	0.5981757	0.6325553	0.436478	0.6250337	0.5689388	0.657201
"1,5,7,9"	4	0.6521347	0.6674912	0.4416667	0.6306389	0.5745117	0.6678204
"1,5,8,10"	4	0.635312	0.6342716	0.4391534	0.6304092	0.5730902	0.6547189
"1,5,8,11"	4	0.6049357	0.6317266	0.4311392	0.620817	0.5708731	0.6569575
"1,5,8,12"	4	0.6280125	0.6292275	0.3858228	0.6270977	0.5846959	0.6710288
"1,5,8,9"	4	0.6248048	0.6534668	0.4774775	0.6346322	0.5795858	0.66906
"1,5,9,10"	4	0.6401298	0.6785779	0.4479638	0.6421461	0.5819881	0.6660672
"1,5,9,11"	4	0.6587414	0.6711614	0.4568627	0.6425219	0.5775909	0.6544947
"1,5,9,12"	4	0.6378357	0.6720701	0.4570275	0.6450055	0.5900135	0.6715848
"1,6,10,11"	4	0.4544734	0.5163586	0.340758	0.4704505	0.474273	0.5764929
"1,6,10,12"	4	0.5183635	0.5880846	0.3920973	0.5766551	0.5617925	0.6627461
"1,6,11,12"	4	0.5378749	0.5961141	0.3666667	0.5879476	0.5638395	0.6504323
"1,6,7,10"	4	0.5002697	0.5541119	0.4171938	0.5048242	0.4795256	0.6182065
"1,6,7,11"	4	0.4615572	0.5297904	0.328125	0.4742073	0.4700266	0.5824245
"1,6,7,12"	4	0.5542547	0.5840816	0.3842593	0.6134209	0.5696	0.6681338
"1,6,7,8"	4	0.5454601	0.5604216	0.4886519	0.5780963	0.5506464	0.6287087
"1,6,7,9"	4	0.5746334	0.593605	0.4155844	0.5665586	0.5199683	0.5831812
"1,6,8,10"	4	0.5508683	0.5703322	0.4556925	0.5581551	0.5317672	0.5953016
"1,6,8,11"	4	0.5661226	0.6015017	0.4703742	0.6002686	0.5666934	0.6393085
"1,6,8,12"	4	0.5280247	0.5586948	0.4079703	0.5761701	0.5349395	0.5827622
"1,6,8,9"	4	0.5971297	0.6083421	0.4805128	0.6043323	0.5525243	0.6246346
"1,6,9,10"	4	0.5684808	0.5894701	0.4141156	0.5608924	0.5355554	0.5779352
"1,6,9,11"	4	0.5995392	0.6333139	0.4337002	0.5985963	0.560104	0.6474774
"1,6,9,12"	4	0.5537399	0.5776932	0.3958333	0.5560206	0.5381136	0.596086
"1,7,10,11"	4	0.4455376	0.4979274	0.4463119	0.4509673	0.4594457	0.5709455
"1,7,10,12"	4	0.5339093	0.575774	0.3709402	0.6037339	0.5639224	0.6527748
"1,7,11,12"	4	0.5005177	0.5904401	0.3245921	0.6109208	0.5762184	0.642334
"1,7,8,10"	4	0.5637824	0.5365447	0.4607843	0.5516739	0.5207954	0.5700462
"1,7,8,11"	4	0.545457	0.5426054	0.4769231	0.5613723	0.5171442	0.5666628
"1,7,8,12"	4	0.5456849	0.5287926	0.45845	0.5552923	0.5304487	0.571034
"1,7,8,9"	4	0.5809168	0.5910443	0.4564557	0.5756456	0.5384049	0.5904738
"1,7,9,10"	4	0.5761107	0.6011758	0.4250806	0.5657344	0.5274626	0.5846796
"1,7,9,11"	4	0.5725215	0.5629066	0.3993721	0.5408514	0.515204	0.543956
"1,7,9,12"	4	0.570276	0.5621426	0.3672525	0.5425959	0.5202207	0.5593842
"1,8,10,11"	4	0.5247154	0.529908	0.4534328	0.5468583	0.5169629	0.553221
"1,8,10,12"	4	0.5251894	0.5595064	0.4154589	0.576422	0.535081	0.5971865
"1,8,11,12"	4	0.5663521	0.582033	0.4068858	0.6006386	0.5680194	0.6095566
"1,8,9,10"	4	0.5804713	0.589641	0.4716243	0.5764939	0.5467533	0.5853225
"1,8,9,11"	4	0.6039658	0.6088657	0.3993721	0.590194	0.5512271	0.6119855
"1,8,9,12"	4	0.6173271	0.6369394	0.4493243	0.6175441	0.5779806	0.6151497
"1,9,10,11"	4	0.5703365	0.5811515	0.4157823	0.5637488	0.5294154	0.5704168
"1,9,10,12"	4	0.5724416	0.5920417	0.4276316	0.5831352	0.5444024	0.5920446
"1,9,11,12"	4	0.6032624	0.6117614	0.3717723	0.5876334	0.5435114	0.5975457
"2,10,11,12"	4	0.5366286	0.5781163	0.4002268	0.5670996	0.5578053	0.6065317
"2,3,10,11"	4	0.484627	0.5325488	0.3451049	0.5233077	0.4941604	0.5495451
"2,3,10,12"	4	0.5411432	0.5622866	0.3181818	0.5854697	0.5349926	0.599722
"2,3,11,12"	4	0.5237013	0.5865324	0.3416667	0.5919826	0.5620704	0.6160857
"2,3,4,10"	4	0.633903	0.6370543	0.4546067	0.6252835	0.6067493	0.6883539
"2,3,4,11"	4	0.6382558	0.640191	0.4458824	0.6401212	0.6243758	0.6938462
"2,3,4,12"	4	0.610142	0.6233376	0.4539683	0.6279355	0.6180421	0.6727705
"2,3,4,5"	4	0.6358656	0.6498232	0.4361055	0.6530828	0.606491	0.6797303
"2,3,4,6"	4	0.6441319	0.645849	0.4511111	0.6497913	0.6199331	0.6945109
"2,3,4,7"	4	0.6216155	0.6383014	0.4714695	0.6459448	0.6171996	0.6908509
"2,3,4,8"	4	0.6280135	0.6295168	0.4181202	0.6448379	0.6018254	0.6749776
"2,3,4,9"	4	0.626965	0.65823	0.4750446	0.6441786	0.5951879	0.651209
"2,3,5,10"	4	0.6081605	0.6235133	0.5216598	0.6057742	0.5702837	0.6556147
"2,3,5,11"	4	0.6036948	0.6191049	0.4263211	0.5980644	0.5730895	0.6608786
"2,3,5,12"	4	0.6074589	0.6019451	0.4457143	0.5987939	0.5814531	0.6397571
"2,3,5,6"	4	0.5960031	0.6082768	0.4446839	0.5915667	0.5735414	0.6500735
"2,3,5,7"	4	0.6172534	0.6168122	0.4656272	0.596816	0.5589768	0.6503059
"2,3,5,8"	4	0.631626	0.6294028	0.5055607	0.6494751	0.5691057	0.6577839
"2,3,5,9"	4	0.6236746	0.6545221	0.4727444	0.6418551	0.5867778	0.6483267
"2,3,6,10"	4	0.4820838	0.5564438	0.4100655	0.5449687	0.5225784	0.580059
"2,3,6,11"	4	0.5205379	0.5613688	0.2803987	0.5359867	0.4872393	0.5864769
"2,3,6,12"	4	0.5495139	0.5838923	0.3630536	0.5876974	0.5495222	0.6333526
"2,3,6,7"	4	0.4845735	0.5516986	0.3630536	0.5554085	0.4995629	0.6073483
"2,3,6,8"	4	0.5171861	0.5523581	0.4326923	0.5566754	0.5009393	0.5903858
"2,3,6,9"	4	0.5845218	0.591801	0.4161392	0.5853317	0.5409212	0.5939072
"2,3,7,10"	4	0.5168078	0.5409622	0.4039574	0.5466558	0.5056445	0.5649778
"2,3,7,11"	4	0.5003758	0.5368399	0.300243	0.5298129	0.4970646	0.5416971
"2,3,7,12"	4	0.5308305	0.5406731	0.339845	0.5735794	0.5415399	0.6003509
"2,3,7,8"	4	0.548799	0.5348759	0.4313725	0.5592795	0.5249642	0.5820139
"2,3,7,9"	4	0.5910791	0.6046695	0.3695409	0.5785803	0.5376758	0.5823541
"2,3,8,10"	4	0.5453252	0.5545031	0.5028571	0.5617198	0.5447562	0.6042497
"2,3,8,11"	4	0.5794582	0.5713758	0.4491704	0.5815195	0.55172	0.5964745
"2,3,8,12"	4	0.5460033	0.5362623	0.426156	0.5654019	0.5252654	0.5652482
"2,3,8,9"	4	0.601182	0.597372	0.42711	0.581947	0.5323118	0.5845877
"2,3,9,10"	4	0.5831952	0.5849867	0.4418934	0.5652727	0.5306624	0.5761256
"2,3,9,11"	4	0.5725054	0.5939994	0.4044118	0.5775165	0.5323678	0.568249
"2,3,9,12"	4	0.5945561	0.6154883	0.393883	0.6026055	0.5469468	0.602128
"2,4,10,11"	4	0.6417569	0.6445273	0.4335601	0.6447115	0.625026	0.7051949
"2,4,10,12"	4	0.5982723	0.6219771	0.4140753	0.629516	0.6343936	0.6944851
"2,4,11,12"	4	0.6441077	0.6498941	0.4154545	0.6490826	0.6365574	0.7118156
"2,4,5,10"	4	0.6346435	0.6311762	0.4526515	0.6144105	0.5977855	0.674089
"2,4,5,11"	4	0.6464285	0.649647	0.4503448	0.635881	0.5993081	0.6845124
"2,4,5,12"	4	0.6436719	0.6476042	0.4561717	0.6380408	0.6036773	0.6858813
"2,4,5,6"	4	0.6229636	0.6263271	0.4431818	0.6285798	0.6037971	0.676175
"2,4,5,7"	4	0.6326268	0.6311604	0.4341176	0.615743	0.5981025	0.6725019
"2,4,5,8"	4	0.6642432	0.6473571	0.4677996	0.6512043	0.6200954	0.6923591
"2,4,5,9"	4	0.6587512	0.6724358	0.4832888	0.6575831	0.609124	0.6929527
"2,4,6,10"	4	0.6261453	0.6441803	0.4518616	0.6511566	0.6201559	0.6832306
"2,4,6,11"	4	0.6467739	0.6532471	0.4546067	0.6561867	0.6210343	0.7036211
"2,4,6,12"	4	0.6407458	0.6466838	0.4301413	0.6474686	0.6296981	0.7083101
"2,4,6,7"	4	0.633082	0.6241806	0.4326923	0.6514018	0.6157429	0.6990049
"2,4,6,8"	4	0.6422851	0.6436254	0.4539683	0.6503857	0.6203354	0.6882215
"2,4,6,9"	4	0.6433159	0.6718362	0.4750446	0.6708363	0.6224946	0.698485
"2,4,7,10"	4	0.6234525	0.645268	0.4684529	0.6502663	0.6175196	0.7033941
"2,4,7,11"	4	0.638267	0.6436492	0.4326829	0.6415928	0.6160475	0.7036106
"2,4,7,12"	4	0.5933516	0.6401622	0.4714695	0.6367689	0.611841	0.683276
"2,4,7,8"	4	0.6206546	0.627706	0.4387707	0.6455752	0.6231592	0.6811842
"2,4,7,9"	4	0.6395967	0.6620877	0.4781818	0.664552	0.6201241	0.6786702
"2,4,8,10"	4	0.6338319	0.6394919	0.4554367	0.6502563	0.6275694	0.7114868
"2,4,8,11"	4	0.6211996	0.6429013	0.4511111	0.6467328	0.6237723	0.7043466
"2,4,8,12"	4	0.621876	0.6428937	0.4198068	0.659698	0.6246936	0.6810757
"2,4,8,9"	4	0.6442107	0.6484281	0.4432285	0.6515255	0.6101894	0.6743932
"2,4,9,10"	4	0.6364845	0.6569265	0.4586813	0.6563343	0.6078896	0.6746674
"2,4,9,11"	4	0.6565407	0.6748936	0.4606643	0.6691479	0.6372964	0.7151046
"2,4,9,12"	4	0.6165777	0.6506969	0.4912587	0.6503708	0.6226284	0.6809694
"2,5,10,11"	4	0.6149764	0.6149273	0.4502991	0.5923248	0.5600043	0.6515895
"2,5,10,12"	4	0.6282802	0.6052901	0.4719073	0.5929235	0.5740602	0.65129
"2,5,11,12"	4	0.6160344	0.605857	0.4063996	0.594063	0.5803865	0.6507692
"2,5,6,10"	4	0.6003646	0.6226805	0.4446839	0.5984738	0.5639818	0.6461178
"2,5,6,11"	4	0.6063911	0.6314019	0.4156977	0.6061516	0.5655129	0.6601212
"2,5,6,12"	4	0.6086283	0.5927662	0.3881173	0.5769225	0.5673001	0.6412231
"2,5,6,7"	4	0.6066248	0.5982348	0.439951	0.5983119	0.5607747	0.6717018
"2,5,6,8"	4	0.6080059	0.6133102	0.4249031	0.6100875	0.567258	0.6459114
"2,5,6,9"	4	0.6181251	0.6632012	0.4928603	0.6398398	0.5913079	0.6578035
"2,5,7,10"	4	0.5958576	0.6211706	0.4612048	0.5995684	0.5627382	0.6420152
"2,5,7,11"	4	0.6161859	0.6050282	0.4764706	0.5842921	0.5702542	0.6612993
"2,5,7,12"	4	0.6264785	0.6062131	0.4275	0.5948918	0.5569724	0.6529779
"2,5,7,8"	4	0.5952435	0.6271816	0.4562963	0.6143471	0.5582869	0.6526632
"2,5,7,9"	4	0.6525729	0.6527017	0.4116049	0.6276351	0.5665976	0.6506422
"2,5,8,10"	4	0.6110474	0.628833	0.4897236	0.6171841	0.5691789	0.6608618
"2,5,8,11"	4	0.6050033	0.611261	0.46	0.6037973	0.5643319	0.6493961
"2,5,8,12"	4	0.6319555	0.63165	0.425	0.6327323	0.5995812	0.6500389
"2,5,8,9"	4	0.6403448	0.6621132	0.4257546	0.6354438	0.553973	0.6400318
"2,5,9,10"	4	0.6107136	0.6715098	0.4658824	0.639715	0.5813269	0.6775263
"2,5,9,11"	4	0.6347367	0.6811071	0.4646831	0.6540019	0.5900591	0.6750353
"2,5,9,12"	4	0.6398145	0.6633198	0.4358974	0.640794	0.573674	0.6575174
"2,6,10,11"	4	0.4869763	0.5098654	0.3532182	0.4649484	0.4475446	0.5719308
"2,6,10,12"	4	0.5172539	0.5772639	0.3639069	0.5686025	0.5295922	0.6145411
"2,6,11,12"	4	0.5404664	0.5862162	0.3284058	0.5911774	0.5486823	0.6428606
"2,6,7,10"	4	0.4859237	0.5518088	0.4326923	0.5009942	0.4683064	0.6090007
"2,6,7,11"	4	0.474074	0.5100681	0.3152709	0.457952	0.4332659	0.5516934
"2,6,7,12"	4	0.5318865	0.5837477	0.368883	0.5969506	0.5430894	0.6514943
"2,6,7,8"	4	0.537365	0.5415305	0.4886519	0.555148	0.5254398	0.5868808
"2,6,7,9"	4	0.5935068	0.599644	0.3722058	0.5661583	0.523799	0.5901413
"2,6,8,10"	4	0.5479251	0.5440017	0.4885714	0.5211484	0.5042514	0.5792074
"2,6,8,11"	4	0.5577411	0.5823713	0.4395604	0.5716549	0.5565222	0.6292982
"2,6,8,12"	4	0.5248388	0.5182562	0.4713065	0.5506438	0.5195456	0.550373
"2,6,8,9"	4	0.580633	0.5902043	0.4197463	0.5827172	0.5409158	0.5979412
"2,6,9,10"	4	0.5850289	0.5933027	0.4413699	0.5643636	0.5451366	0.5825599
"2,6,9,11"	4	0.6076319	0.6135863	0.3795918	0.5801681	0.554654	0.6062195
"2,6,9,12"	4	0.5694782	0.5650098	0.4166667	0.5634537	0.5379744	0.5849873
"2,7,10,11"	4	0.4746006	0.4985178	0.4169231	0.4669941	0.4676627	0.5744213
"2,7,10,12"	4	0.4997324	0.5590582	0.3149488	0.5985932	0.5548958	0.6386849
"2,7,11,12"	4	0.5179218	0.5302086	0.2632558	0.563237	0.5324252	0.6088972
"2,7,8,10"	4	0.5460791	0.5202802	0.4435294	0.5448558	0.5175913	0.5671062
"2,7,8,11"	4	0.5317182	0.5026386	0.4653799	0.5371539	0.5029557	0.5445862
"2,7,8,12"	4	0.5450294	0.526622	0.4301413	0.5621374	0.5151086	0.5801414
"2,7,8,9"	4	0.5849745	0.569012	0.4066667	0.5756844	0.5165383	0.5812537
"2,7,9,10"	4	0.5532237	0.5866246	0.3975222	0.5628618	0.5131481	0.5758004
"2,7,9,11"	4	0.5532475	0.5703313	0.3750397	0.5433991	0.5174693	0.5482439
"2,7,9,12"	4	0.5650872	0.5583193	0.3672525	0.5551986	0.5182606	0.5573025
"2,8,10,11"	4	0.5345352	0.534384	0.4639437	0.5509881	0.5235945	0.5487096
"2,8,10,12"	4	0.5488585	0.558759	0.4119	0.5839377	0.5484087	0.6076514
"2,8,11,12"	4	0.561314	0.5657074	0.4267968	0.5832781	0.5574189	0.5811564
"2,8,9,10"	4	0.578241	0.5765021	0.4733333	0.5731999	0.5375822	0.5884681
"2,8,9,11"	4	0.6048632	0.5869902	0.4443478	0.5832669	0.5518532	0.5894292
"2,8,9,12"	4	0.6069633	0.5997456	0.4162421	0.5919004	0.5457108	0.5815579
"2,9,10,11"	4	0.5651847	0.5853583	0.4157823	0.5674912	0.5289282	0.5685504
"2,9,10,12"	4	0.5871482	0.5953628	0.4268958	0.584696	0.5532334	0.6095454
"2,9,11,12"	4	0.5893051	0.5882551	0.3755952	0.5813008	0.5478264	0.5759662
"3,10,11,12"	4	0.5371693	0.5934038	0.3802899	0.597323	0.5760898	0.6405866
"3,4,10,11"	4	0.6532924	0.6487095	0.4546067	0.6507146	0.6266001	0.7204474
"3,4,10,12"	4	0.6350403	0.6374693	0.411859	0.6384986	0.6355891	0.7101827
"3,4,11,12"	4	0.6400763	0.6430091	0.4433708	0.6511637	0.6332532	0.7084373
"3,4,5,10"	4	0.6345558	0.6378839	0.4645551	0.6265396	0.6134969	0.6803049
"3,4,5,11"	4	0.6393527	0.662879	0.4746067	0.6491208	0.6038557	0.6783142
"3,4,5,12"	4	0.6113621	0.6676409	0.4361055	0.6446954	0.6006355	0.6728124
"3,4,5,6"	4	0.6405959	0.6560936	0.4505495	0.6459888	0.6199826	0.684949
"3,4,5,7"	4	0.6238255	0.674472	0.4372549	0.6531084	0.5998135	0.670277
"3,4,5,8"	4	0.6412713	0.648584	0.4106977	0.6476632	0.6251804	0.693002
"3,4,5,9"	4	0.655551	0.6763833	0.4711111	0.6648282	0.6248715	0.6938958
"3,4,6,10"	4	0.6303288	0.6412871	0.4335601	0.6462557	0.614203	0.6884901
"3,4,6,11"	4	0.6432031	0.658252	0.4476923	0.6555501	0.6250209	0.7064576
"3,4,6,12"	4	0.6419026	0.6459482	0.4511111	0.646581	0.6195451	0.6915243
"3,4,6,7"	4	0.6356903	0.6401294	0.4301413	0.6518883	0.6199957	0.7007264
"3,4,6,8"	4	0.6420739	0.6547505	0.4468182	0.6540772	0.6149394	0.694173
"3,4,6,9"	4	0.6479568	0.6748952	0.4334783	0.6739404	0.6316425	0.7024583
"3,4,7,10"	4	0.6297732	0.6474676	0.4679739	0.6403055	0.6239655	0.707831
"3,4,7,11"	4	0.6454695	0.6521035	0.4423256	0.6594167	0.6208924	0.7214472
"3,4,7,12"	4	0.6193746	0.6281473	0.4505495	0.6256208	0.6176118	0.6733997
"3,4,7,8"	4	0.6401813	0.6435025	0.453202	0.6541089	0.614538	0.6821567
"3,4,7,9"	4	0.6225144	0.6665167	0.4513678	0.6647864	0.624396	0.6811547
"3,4,8,10"	4	0.6310455	0.6467105	0.4442881	0.6546963	0.629474	0.7087382
"3,4,8,11"	4	0.6353505	0.6482043	0.4406308	0.6550901	0.6248416	0.708166
"3,4,8,12"	4	0.612937	0.6418441	0.4132012	0.6509334	0.611526	0.675641
"3,4,8,9"	4	0.6445058	0.6621361	0.4539535	0.6552966	0.6095306	0.682455
"3,4,9,10"	4	0.6352034	0.6640177	0.4705882	0.6700882	0.6203698	0.7053657
